1, 05-17 22:15:00,1, 29010, 31296,100659,269900000, 50000,600000, 49999,     0
2, 05-17 22:15:01,1, 28970, 31737,100657,235800000, 50000,600000, 49999,     0
3, 05-17 22:15:02,1, 29290, 31772,100659,243000000, 50000,600000, 49999,     0
4, 05-17 22:15:03,1, 29430, 31716,100661,249200000, 50000,600000, 49999,     0
5, 05-17 22:15:04,1, 29530, 31610,100663,253900000, 50000,600000, 49999,     0
6, 05-17 22:15:05,1, 29610, 31485,100663,258100000, 50000,600000, 49999,     0
7, 05-17 22:15:06,1, 29670, 31379,100661,262600000, 50000,600000, 49999,     0
8, 05-17 22:15:07,1, 29730, 31284,100661,265100000, 50000,600000, 49999,     0
9, 05-17 22:15:09,1, 29790, 31151,100663,267400000, 50000,600000, 49999,     0
10, 05-17 22:15:10,1, 29830, 31039,100663,271600000, 50000,600000, 49999,     0
11, 05-17 22:15:11,1, 29870, 30937,100659,274000000, 50000,600000, 49999,     0
12, 05-17 22:15:12,1, 29880, 30859,100657,276500000, 50000,600000, 49999,     0
13, 05-17 22:15:13,1, 29900, 30767,100657,277600000, 50000,600000, 49999,     0
14, 05-17 22:15:14,1, 29950, 30683,100657,281300000, 50000,600000, 49999,     0
15, 05-17 22:15:15,1, 29980, 30597,100657,282000000, 50000,600000, 49999,     0
16, 05-17 22:15:16,1, 30010, 30523,100661,284800000, 50000,600000, 49999,     0
17, 05-17 22:15:17,1, 30030, 30440,100659,286500000, 50000,600000, 49999,     0
18, 05-17 22:15:18,1, 30040, 30385,100657,289100000, 50000,600000, 49999,     0
19, 05-17 22:15:19,1, 30070, 30305,100659,290600000, 50000,600000, 49999,     0
20, 05-17 22:15:20,1, 30080, 30260,100657,292100000, 50000,600000, 49999,     0
21, 05-17 22:15:21,1, 30100, 30187,100657,292900000, 50000,600000, 49999,     0
22, 05-17 22:15:22,1, 30110, 30165,100661,296400000, 50000,600000, 49999,     0
23, 05-17 22:15:23,1, 30130, 30105,100661,294900000, 50000,600000, 49999,     0
24, 05-17 22:15:24,1, 30130, 30065,100659,296900000, 50000,600000, 49999,     0
25, 05-17 22:15:25,1, 30150, 30024,100665,300900000, 50000,600000, 49999,     0
26, 05-17 22:15:26,1, 30160, 29976,100661,301700000, 50000,600000, 49999,     0
27, 05-17 22:15:27,1, 30170, 29942,100663,301100000, 50000,600000, 49999,     0
28, 05-17 22:15:28,1, 30170, 29908,100663,301100000, 50000,600000, 49999,     0
29, 05-17 22:15:29,1, 30170, 29870,100663,303800000, 50000,600000, 49999,     0
30, 05-17 22:15:30,1, 30180, 29832,100659,303300000, 50000,600000, 49999,     0
31, 05-17 22:15:31,1, 30190, 29832,100663,305400000, 50000,600000, 49999,     0
32, 05-17 22:15:32,1, 30200, 29785,100663,305200000, 50000,600000, 49999,     0
33, 05-17 22:15:33,1, 30200, 29758,100661,307400000, 50000,600000, 49999,     0
34, 05-17 22:15:34,1, 30200, 29718,100659,309600000, 50000,600000, 49999,     0
35, 05-17 22:15:35,1, 30200, 29713,100659,308800000, 50000,600000, 49999,     0
36, 05-17 22:15:36,1, 30210, 29697,100661,311300000, 50000,600000, 49999,     0
37, 05-17 22:15:37,1, 30210, 29686,100663,311900000, 50000,600000, 49999,     0
38, 05-17 22:15:38,1, 30220, 29668,100661,311900000, 50000,600000, 49999,     0
39, 05-17 22:15:39,1, 30220, 29635,100661,311600000, 50000,600000, 49999,     0
40, 05-17 22:15:40,1, 30220, 29612,100659,315000000, 50000,600000, 49999,     0
41, 05-17 22:15:41,1, 30230, 29615,100659,315300000, 50000,600000, 49999,     0
42, 05-17 22:15:42,1, 30230, 29586,100661,314400000, 50000,600000, 49999,     0
43, 05-17 22:15:43,1, 30230, 29592,100657,316200000, 50000,600000, 49999,     0
44, 05-17 22:15:44,1, 30230, 29597,100661,315900000, 50000,600000, 49999,     0
45, 05-17 22:15:45,1, 30230, 29575,100659,315300000, 50000,600000, 49999,     0
46, 05-17 22:15:46,1, 30240, 29570,100657,315900000, 50000,600000, 49999,     0
47, 05-17 22:15:47,1, 30240, 29586,100659,317700000, 50000,600000, 49999,     0
48, 05-17 22:15:48,1, 30250, 29600,100661,315900000, 50000,600000, 49999,     0
49, 05-17 22:15:49,1, 30250, 29611,100659,318300000, 50000,600000, 49999,     0
50, 05-17 22:15:50,1, 30250, 29611,100659,319200000, 50000,600000, 49999,     0
51, 05-17 22:15:51,1, 30260, 29652,100659,319200000, 50000,600000, 49999,     0
52, 05-17 22:15:52,1, 30260, 29647,100657,318000000, 50000,600000, 49999,     0
53, 05-17 22:15:53,1, 30270, 29654,100661,320400000, 50000,600000, 49999,     0
54, 05-17 22:15:54,1, 30270, 29666,100657,321000000, 50000,600000, 49999,     0
55, 05-17 22:15:55,1, 30280, 29654,100657,318600000, 50000,600000, 49999,     0
56, 05-17 22:15:56,1, 30280, 29666,100657,319800000, 50000,600000, 49999,     0
57, 05-17 22:15:57,1, 30280, 29671,100657,322500000, 50000,600000, 49999,     0
58, 05-17 22:15:58,1, 30290, 29667,100659,321300000, 50000,600000, 49999,     0
59, 05-17 22:15:59,1, 30300, 29667,100659,321000000, 50000,600000, 49999,     0
60, 05-17 22:16:00,1, 30310, 29667,100661,323100000, 50000,600000, 49999,     0
61, 05-17 22:16:01,1, 30310, 29651,100661,321600000, 50000,600000, 49999,     0
62, 05-17 22:16:02,1, 30320, 29643,100659,323100000, 50000,600000, 49999,     0
63, 05-17 22:16:03,1, 30320, 29637,100657,323700000, 50000,600000, 49999,     0
64, 05-17 22:16:04,1, 30330, 29632,100661,326500000, 50000,600000, 49999,     0
65, 05-17 22:16:05,1, 30340, 29617,100661,324300000, 50000,600000, 49999,     0
66, 05-17 22:16:06,1, 30350, 29617,100663,324900000, 50000,600000, 49999,     0
67, 05-17 22:16:07,1, 30350, 29589,100663,325500000, 50000,600000, 49999,     0
68, 05-17 22:16:08,1, 30370, 29565,100661,326200000, 50000,600000, 49999,     0
69, 05-17 22:16:09,1, 30380, 29555,100661,324000000, 50000,600000, 49999,     0
70, 05-17 22:16:10,1, 30390, 29533,100659,326500000, 50000,600000, 49999,     0
71, 05-17 22:16:11,1, 30400, 29513,100659,325200000, 50000,600000, 49999,     0
72, 05-17 22:16:12,1, 30400, 29501,100657,326200000, 50000,600000, 49999,     0
73, 05-17 22:16:13,1, 30410, 29474,100659,325200000, 50000,600000, 49999,     0
74, 05-17 22:16:14,1, 30440, 29433,100661,327400000, 50000,600000, 49999,     0
75, 05-17 22:16:15,1, 30440, 29428,100659,327700000, 50000,600000, 49999,     0
76, 05-17 22:16:16,1, 30450, 29413,100661,326200000, 50000,600000, 49999,     0
77, 05-17 22:16:17,1, 30470, 29403,100657,328000000, 50000,600000, 49999,     0
78, 05-17 22:16:18,1, 30480, 29394,100659,328000000, 50000,600000, 49999,     0
79, 05-17 22:16:19,1, 30480, 29361,100657,325900000, 50000,600000, 49999,     0
80, 05-17 22:16:20,1, 30500, 29357,100659,327400000, 50000,600000, 49999,     0
81, 05-17 22:16:21,1, 30510, 29341,100659,329600000, 50000,600000, 49999,     0
82, 05-17 22:16:22,1, 30530, 29331,100659,329000000, 50000,600000, 49999,     0
83, 05-17 22:16:23,1, 30530, 29303,100659,326800000, 50000,600000, 49999,     0
84, 05-17 22:16:24,1, 30540, 29296,100659,329000000, 50000,600000, 49999,     0
85, 05-17 22:16:25,1, 30560, 29259,100661,329000000, 50000,600000, 49999,     0
86, 05-17 22:16:26,1, 30570, 29236,100661,329600000, 50000,600000, 49999,     0
87, 05-17 22:16:27,1, 30580, 29211,100661,328000000, 50000,600000, 49999,     0
88, 05-17 22:16:28,1, 30590, 29179,100661,330600000, 50000,600000, 49999,     0
89, 05-17 22:16:29,1, 30610, 29159,100657,331600000, 50000,600000, 49999,     0
90, 05-17 22:16:30,1, 30600, 29120,100657,330600000, 50000,600000, 49999,     0
91, 05-17 22:16:31,1, 30620, 29069,100657,333500000, 50000,600000, 49999,     0
92, 05-17 22:16:32,1, 30630, 29005,100659,332500000, 50000,600000, 49999,     0
93, 05-17 22:16:33,1, 30640, 28955,100659,331900000, 50000,600000, 49999,     0
94, 05-17 22:16:34,1, 30650, 28902,100661,332500000, 50000,600000, 49999,     0
95, 05-17 22:16:35,1, 30660, 28864,100659,334200000, 50000,600000, 49999,     0
96, 05-17 22:16:36,1, 30680, 28810,100661,332800000, 50000,600000, 49999,     0
97, 05-17 22:16:37,1, 30690, 28773,100659,335100000, 50000,600000, 49999,     0
98, 05-17 22:16:38,1, 30700, 28730,100659,336100000, 50000,600000, 49999,     0
99, 05-17 22:16:39,1, 30710, 28692,100659,334500000, 50000,600000, 49999,     0
100, 05-17 22:16:40,1, 30720, 28660,100663,336800000, 50000,600000, 49999,     0
101, 05-17 22:16:41,1, 30730, 28622,100663,334500000, 50000,600000, 49999,     0
102, 05-17 22:16:42,1, 30750, 28603,100663,336500000, 50000,600000, 49999,     0
103, 05-17 22:16:43,1, 30760, 28594,100661,334500000, 50000,600000, 49999,     0
104, 05-17 22:16:44,1, 30770, 28588,100663,335500000, 50000,600000, 49999,     0
105, 05-17 22:16:45,1, 30790, 28546,100661,334800000, 50000,600000, 49999,     0
