4140952, 03-31 23:41:10.002,9,277742,0,-863059,4,399638
4140953, 03-31 23:41:10.013,9,361203,-2,-281893,5,109055
4140954, 03-31 23:41:10.024,8,902168,0,-988249,4,775212
4140955, 03-31 23:41:10.036,7,775447,-2,-114971,5,317707
4140956, 03-31 23:41:10.047,6,231421,-1,-697667,5,735012
4140957, 03-31 23:41:10.058,7,358143,-2,-114971,5,359438
4140958, 03-31 23:41:10.070,7,24299,-2,-114971,5,484629
4140959, 03-31 23:41:10.081,7,274682,-2,-532275,5,25594
4140960, 03-31 23:41:10.092,7,274682,-3,-199962,5,109055
4140961, 03-31 23:41:10.104,7,441603,-3,-283423,5,317707
4140962, 03-31 23:41:10.115,6,982569,-2,-991310,4,190986
4140963, 03-31 23:41:10.127,6,899108,-2,-657466,1,979273
4140964, 03-31 23:41:10.138,7,566795,-1,-71710,2,229656
4140965, 03-31 23:41:10.149,4,896047,0,-362294,2,396578
4140966, 03-31 23:41:10.160,4,979508,-2,-114971,2,480038
4140967, 03-31 23:41:10.172,8,234482,-3,-533805,2,354847
4140968, 03-31 23:41:10.183,11,656376,-4,-76301,2,646960
4140969, 03-31 23:41:10.194,11,531185,-4,-326683,1,561969
4140970, 03-31 23:41:10.206,10,154081,-2,-574006,2,104465
4140971, 03-31 23:41:10.217,8,943899,-1,-572475,2,813882
4140972, 03-31 23:41:10.229,7,566795,-1,-530745,2,688691
4140973, 03-31 23:41:10.240,9,820238,-2,-407084,2,104465
4140974, 03-31 23:41:10.251,10,821768,-2,-73240,1,561969
4140975, 03-31 23:41:10.263,11,823298,0,-654407,2,480038
4140976, 03-31 23:41:10.274,12,73681,-1,-447284,2,646960
4140977, 03-31 23:41:10.285,12,324063,0,-654407,3,815412
4140978, 03-31 23:41:10.297,11,72150,0,-654407,3,481569
4140979, 03-31 23:41:10.308,11,698107,0,347122,5,943664
4140980, 03-31 23:41:10.320,10,362733,0,430583,4,65795
4140981, 03-31 23:41:10.331,7,66030,-2,-198432,5,735012
4140982, 03-31 23:41:10.342,2,934717,-1,-739397,5,401168
4140983, 03-31 23:41:10.354,7,66030,-1,-864588,3,565029
4140984, 03-31 23:41:10.365,11,781568,0,764427,2,396578
4140985, 03-31 23:41:10.376,12,31950,0,263661,2,772151
4140986, 03-31 23:41:10.388,9,736777,0,388853,2,104465
4140987, 03-31 23:41:10.399,8,234482,-1,-697667,3,189456
4140988, 03-31 23:41:10.410,8,484864,-1,-989780,3,898873
4140989, 03-31 23:41:10.422,8,526594,0,-404024,3,22534
4140990, 03-31 23:41:10.433,7,650256,-1,-572475,3,356377
4140991, 03-31 23:41:10.445,5,855847,-1,-71710,3,815412
4140992, 03-31 23:41:10.456,8,317942,0,-988249,4,107525
4140993, 03-31 23:41:10.467,9,861968,0,-278833,3,356377
4140994, 03-31 23:41:10.479,11,197342,0,-863059,3,272917
4140995, 03-31 23:41:10.490,11,614646,-1,-572475,4,107525
4140996, 03-31 23:41:10.501,9,27360,-1,-196901,3,64264
4140997, 03-31 23:41:10.513,10,446194,-1,-989780,4,566560
4140998, 03-31 23:41:10.524,9,653316,-1,-489014,4,483099
4140999, 03-31 23:41:10.535,9,653316,-1,-697667,3,22534
4141000, 03-31 23:41:10.547,9,361203,-2,-281893,3,982334
4141001, 03-31 23:41:10.558,7,900638,0,-988249,2,897343
4141002, 03-31 23:41:10.569,9,486394,0,-654407,3,815412
4141003, 03-31 23:41:10.581,9,778507,-1,-71710,3,231186
4141004, 03-31 23:41:10.592,8,985629,0,-320564,4,149255
4141005, 03-31 23:41:10.604,8,610055,0,221931,3,982334
4141006, 03-31 23:41:10.615,8,192751,0,96740,3,565029
4141007, 03-31 23:41:10.626,8,902168,0,13279,4,733481
4141008, 03-31 23:41:10.638,9,69090,0,-612677,3,565029
4141009, 03-31 23:41:10.649,8,985629,-1,-280362,4,483099
4141010, 03-31 23:41:10.660,8,568325,-1,-238632,4,524829
4141011, 03-31 23:41:10.672,9,236012,0,138470,5,275977
4141012, 03-31 23:41:10.683,8,735247,0,305392,5,693281
4141013, 03-31 23:41:10.694,9,236012,0,96740,5,568090
4141014, 03-31 23:41:10.706,8,776977,0,-153642,5,943664
4141015, 03-31 23:41:10.717,8,818707,0,-904789,6,486159
4141016, 03-31 23:41:10.728,8,818707,-1,-322093,5,985394
