7527763, 04-01 11:03:34.004,-1,-906010,10,946650,0,-733203
7527764, 04-01 11:03:34.016,-1,-864279,12,448946,-1,-734734
7527765, 04-01 11:03:34.028,-2,-239853,13,784319,-1,-275699
7527766, 04-01 11:03:34.039,-1,-572167,14,493737,-1,-776464
7527767, 04-01 11:03:34.051,-1,-906010,14,493737,-1,-400890
7527768, 04-01 11:03:34.063,-1,-572167,14,952771,-1,-317429
7527769, 04-01 11:03:34.074,-1,-446976,13,158363,-1,-567812
7527770, 04-01 11:03:34.086,0,-946211,12,240294,-1,-526081
7527771, 04-01 11:03:34.097,-1,-29672,11,614337,-1,-567812
7527772, 04-01 11:03:34.109,0,-570637,10,112042,0,-733203
7527773, 04-01 11:03:34.121,0,-904481,9,444355,0,-900125
7527774, 04-01 11:03:34.132,0,-904481,9,444355,0,-900125
7527775, 04-01 11:03:34.144,0,-779289,9,569546,-1,-526081
7527776, 04-01 11:03:34.156,0,-946211,10,28581,-1,-192238
7527777, 04-01 11:03:34.167,0,-946211,10,404155,-1,-108777
7527778, 04-01 11:03:34.179,0,-987942,10,404155,-1,-275699
7527779, 04-01 11:03:34.190,-1,-280055,10,571077,-1,-359160
7527780, 04-01 11:03:34.202,-1,-572167,10,779729,0,-733203
7527781, 04-01 11:03:34.214,-1,-780819,11,155302,-1,-567812
7527782, 04-01 11:03:34.225,-1,-613897,11,739528,-1,-108777
7527783, 04-01 11:03:34.237,-2,-114662,11,906450,-1,-359160
7527784, 04-01 11:03:34.249,-2,-573697,12,115102,-1,-275699
7527785, 04-01 11:03:34.260,-2,-114662,11,656068,-1,-734734
7527786, 04-01 11:03:34.272,-1,-947740,11,405685,-1,-526081
7527787, 04-01 11:03:34.284,-1,-739088,11,405685,-1,-108777
7527788, 04-01 11:03:34.295,-2,-239853,10,612807,0,-733203
7527789, 04-01 11:03:34.307,-2,-907540,10,112042,0,-900125
7527790, 04-01 11:03:34.318,-2,-865810,10,487616,-1,-943386
7527791, 04-01 11:03:34.330,-2,-406775,10,737998,-1,-108777
7527792, 04-01 11:03:34.342,-2,-907540,10,779729,0,-608012
7527793, 04-01 11:03:34.353,-3,-575227,10,779729,-1,-275699
7527794, 04-01 11:03:34.365,-3,-575227,11,30111,0,-649742
7527795, 04-01 11:03:34.377,-3,-283114,10,737998,-1,-359160
7527796, 04-01 11:03:34.388,-2,-949271,11,71842,-1,-442621
7527797, 04-01 11:03:34.400,-2,-949271,11,238763,-1,-859925
7527798, 04-01 11:03:34.411,-2,-657158,11,572607,-1,-859925
7527799, 04-01 11:03:34.423,-3,-450036,11,906450,-1,-901655
7527800, 04-01 11:03:34.435,-2,-740618,12,741059,-1,-776464
7527801, 04-01 11:03:34.446,-2,-782349,12,574137,-1,-734734
7527802, 04-01 11:03:34.458,-2,-615427,12,741059,-1,-776464
7527803, 04-01 11:03:34.469,-2,-281584,12,907980,-1,-859925
7527804, 04-01 11:03:34.481,-2,-448505,12,657598,-1,-734734
7527805, 04-01 11:03:34.493,-2,-615427,12,907980,-1,-526081
7527806, 04-01 11:03:34.504,-2,-865810,13,450476,0,-900125
7527807, 04-01 11:03:34.516,-3,-283114,13,700858,0,-441090
7527808, 04-01 11:03:34.528,-3,-616957,13,909511,0,-441090
7527809, 04-01 11:03:34.539,-4,-242914,13,659128,0,435248
7527810, 04-01 11:03:34.551,-4,-994061,13,492206,0,727361
7527811, 04-01 11:03:34.563,-5,-77522,14,452006,0,143135
7527812, 04-01 11:03:34.574,-7,-623078,14,285084,1,812352
7527813, 04-01 11:03:34.586,-7,-748269,12,907980,3,439838
7527814, 04-01 11:03:34.597,-9,-459217,12,949711,3,773682
7527815, 04-01 11:03:34.609,-9,-793060,14,118163,3,523299
7527816, 04-01 11:03:34.621,-11,-253625,11,739528,4,24064
7527817, 04-01 11:03:34.632,-11,-963042,12,824520,4,733481
7527818, 04-01 11:03:34.644,-11,-670929,11,71842,4,775212
7527819, 04-01 11:03:34.656,-12,-797651,11,71842,5,442899
7527820, 04-01 11:03:34.667,-12,-4773,9,778198,5,442899
7527821, 04-01 11:03:34.679,-13,-89764,8,734938,4,733481
7527822, 04-01 11:03:34.691,-12,-630729,8,776668,4,441368
7527823, 04-01 11:03:34.702,-11,-670929,7,399564,4,399638
7527824, 04-01 11:03:34.714,-12,-213425,7,942060,5,109055
7527825, 04-01 11:03:34.725,-11,-337086,6,398034,4,107525
7527826, 04-01 11:03:34.737,-11,-295356,5,354773,3,565029
7527827, 04-01 11:03:34.749,-12,-964573,5,605156,4,107525
7527828, 04-01 11:03:34.760,-12,-213425,5,605156,3,356377
7527829, 04-01 11:03:34.772,-13,-256686,3,769017,4,733481
7527830, 04-01 11:03:34.784,-13,-298416,2,934409,3,398108
7527831, 04-01 11:03:34.795,-13,-340147,2,934409,2,646960
7527832, 04-01 11:03:34.807,-12,-922842,3,435174,3,606760
7527833, 04-01 11:03:34.818,-13,-256686,2,433644,2,772151
7527834, 04-01 11:03:34.830,-11,-587469,1,432113,2,62734
7527835, 04-01 11:03:34.842,-11,-86704,0,764427,2,21004
7527836, 04-01 11:03:34.853,-10,-711130,0,-237103,0,727361
7527837, 04-01 11:03:34.865,-9,-959982,0,-946519,1,561969
7527838, 04-01 11:03:34.876,-9,-250565,0,-946519,1,687160
7527839, 04-01 11:03:34.888,-8,-415956,-1,-614206,1,228126
7527840, 04-01 11:03:34.900,-7,-998652,-1,-989780,1,144665
7527841, 04-01 11:03:34.911,-7,-623078,-2,-782658,0,643900
7527842, 04-01 11:03:34.923,-6,-579818,-3,-909379,0,685630
7527843, 04-01 11:03:34.935,-5,-536557,-3,-909379,0,685630
7527844, 04-01 11:03:34.946,-3,-992531,-4,-618796,0,226595
7527845, 04-01 11:03:34.958,-3,-616957,-4,-618796,0,143135
7527846, 04-01 11:03:34.969,-3,-283114,-4,-785718,0,310056
7527847, 04-01 11:03:34.981,-2,-448505,-4,-702257,0,101404
7527848, 04-01 11:03:34.993,-1,-947740,-4,-451875,0,977743
7527849, 04-01 11:03:35.004,-1,-906010,-4,-243223,2,21004
7527850, 04-01 11:03:35.016,-2,-198123,-3,-575536,1,603699
7527851, 04-01 11:03:35.028,-1,-613897,-3,-450344,1,812352
7527852, 04-01 11:03:35.039,-1,-238324,-3,-909379,2,438308
7527853, 04-01 11:03:35.051,0,-779289,-3,-533805,2,104465
7527854, 04-01 11:03:35.063,0,389162,-3,-283423,2,563499
7527855, 04-01 11:03:35.074,0,723005,-2,-782658,2,813882
7527856, 04-01 11:03:35.086,0,556083,-2,-782658,3,439838
7527857, 04-01 11:03:35.097,1,56848,-2,-782658,3,565029
7527858, 04-01 11:03:35.109,0,222240,-3,-116501,3,147725
7527859, 04-01 11:03:35.121,0,55318,-2,-615736,2,897343
7527860, 04-01 11:03:35.132,0,-612368,-2,-114971,3,565029
7527861, 04-01 11:03:35.144,0,-320255,-1,-948049,4,566560
7527862, 04-01 11:03:35.156,0,-779289,-2,-240162,5,442899
7527863, 04-01 11:03:35.167,0,-612368,-2,-448814,5,484629
7527864, 04-01 11:03:35.179,0,-946211,-2,-448814,5,818472
7527865, 04-01 11:03:35.190,0,-946211,-2,-782658,5,818472
7527866, 04-01 11:03:35.202,0,-278524,-3,-116501,5,317707
7527867, 04-01 11:03:35.214,0,55318,-3,-450344,5,150786
7527868, 04-01 11:03:35.225,0,-111603,-3,-533805,5,150786
7527869, 04-01 11:03:35.237,0,-111603,-4,-118031,4,816942
7527870, 04-01 11:03:35.248,0,263970,-3,-742457,4,942134
7527871, 04-01 11:03:35.260,0,389162,-3,-951110,4,858673
7527872, 04-01 11:03:35.272,1,15118,-4,-284953,5,67325
7527873, 04-01 11:03:35.283,1,390692,-4,-785718,4,816942
